gene_id	gene_name	ProteinCoding	Pseudogene	lincRNA	ASDTADAFDR03	WillseyUnion	BE	PSD	DDD	CHD8Common	FMRPDarnell	LOEUF37
ENSG00000199894.1	ENSG00000199894	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199895.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199899.2	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199901.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199903.1	RNU6-1273P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199905.1	RNU6-492P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199906.1	RNU5B-2P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199910.1	RNA5S10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199911.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199912.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199913.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199914.1	SNORD114-16	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199920.1	RNU4-44P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199921.1	RNU6-161P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199924.1	RNU6-1252P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199927.2	ENSG00000199927	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199929.1	RNA5SP405	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199932.1	RNU1-18P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199933.1	RNY1P16	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199934.1	SNORD81	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199936.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199938.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199940.1	RN7SKP75	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199942.1	SNORD114-19	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199944.1	RNU6-653P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199949.2	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199953.1	RNA5SP443	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199959.1	ENSG00000199959	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199960.1	SNORD115-14	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199961.1	SNORD1B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199962.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199963.1	RNU6-605P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199964.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199968.1	SNORD115-19	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199970.1	SNORD115-3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199971.1	RNU6-797P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199975.1	RN7SKP243	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199977.1	SNORA73	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199979.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199985.1	RNA5SP264	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199986.1	RNU6-486P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199990.1	VTRNA1-1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199994.1	RNA5SP145	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200003.1	RNU6-986P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200008.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200011.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200013.1	RNU6-623P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200021.1	RNA5SP448	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200024.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200026.1	U8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200028.1	RNA5SP98	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200029.1	RNU6-642P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200033.1	RNU6-403P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200034.1	RNU4-73P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200036.1	RNA5SP65	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200040.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200041.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200047.1	RN7SKP115	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200048.1	RNU6-812P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200049.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200051.1	ENSG00000200051	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200052.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200057.1	RN7SKP63	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200058.1	RNA5SP218	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200059.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200060.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200062.1	RNU4-58P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200063.1	ENSG00000200063	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200064.1	RNY4P9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200065.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200070.1	RNU4-80P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200072.1	ENSG00000200072	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200075.1	ENSG00000200075	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200079.1	RNA5SP326	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200084.1	SNORD68	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200085.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200086.1	RNU6-433P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200087.1	SNORA73B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200089.1	SNORD114-31	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200090.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200091.1	RN7SKP163	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200095.1	RNU6-181P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200097.1	RNU6-1167P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200101.1	RNU6-508P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200102.1	RNU6-252P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200105.1	RNU6-251P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200106.1	RNU6-984P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200107.1	RNU6-1249P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200108.1	RNU6-774P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200112.1	ENSG00000200112	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200113.1	ENSG00000200113	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200114.1	RNA5SP123	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200118.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200120.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200121.2	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200131.1	RN7SKP77	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200132.1	RNU6-1021P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200135.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200138.1	RNY1P10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200139.1	RNU6-778P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200142.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200146.1	RNU6-544P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200150.1	ENSG00000200150	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200151.1	RN7SKP231	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200152.1	RNU6-216P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200153.1	RNU6-23P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200156.1	RNU5B-1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200161.1	RN7SKP145	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200162.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200163.1	SNORD115-18	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200164.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200168.1	RNA5SP350	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200169.1	RNU5D-1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200170.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200171.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200174.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200175.1	RNU6-1309P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200176.1	RNU1-19P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200179.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200183.1	RNU6-238P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200184.1	RNU1-20P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200189.1	RNU6-832P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200191.1	U8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200197.1	RNU1-21P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200198.1	RN7SKP211	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200201.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200204.1	RNU1-22P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200206.1	ENSG00000200206	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200208.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200209.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200211.1	RNY4P27	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200213.1	RNU6-992P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200215.3	SNORD113-6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200216.2	RNU6-745P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200217.1	RNU6-839P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200218.1	RNU6-697P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200220.1	RNU6-179P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200222.2	U3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200224.2	RNU6-626P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200225.1	RNA5SP382	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200227.1	RNA5SP197	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200231.1	RNU1-23P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200235.1	ENSG00000200235	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200237.1	SNORA70	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200238.1	RNA5SP133	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200241.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200243.1	RN7SKP79	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200246.1	RNA5SP263	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200247.1	RNU6-254P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200248.1	RNA5SP214	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200250.1	RNU6-1147P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200252.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200253.1	RNU6-529P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200254.1	RNU6-536P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200256.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200257.1	RNU6-97P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200259.1	SNORD35A	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200261.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200262.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200267.1	RNU6-66P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200269.1	RNU6-838P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200274.1	RNU4-32P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200275.1	RNA5SP199	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200278.1	RNA5SP352	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200279.1	SNORD114-10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200281.1	RNU6-624P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200283.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200287.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200288.1	ENSG00000200288	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200291.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200293.1	RNA5SP393	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200294.1	ENSG00000200294	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200295.1	RNU6-527P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200296.1	RNU1-83P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200298.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200301.1	RNA5SP483	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200303.1	RNU6-940P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200304.1	RNU6-1255P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200305.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200309.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200310.1	RNA5SP215	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200312.1	RN7SKP255	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200313.1	RNA5-8SP7	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200314.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200318.2	SNORD3P1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200320.1	SNORA63	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200325.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200326.1	RNA5SP391	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200327.1	RNA5SP62	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200331.1	RNU6-183P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200332.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200334.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200336.1	RNA5SP333	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200338.1	RNU1-49P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200340.1	RNU1-105P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200343.1	RNA5S8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200344.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200345.2	RNU6-485P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200350.1	RNU6-1285P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200351.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200354.1	SNORA71D	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200355.1	SNORA72	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200356.1	RNU6-833P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200360.1	RNU6-792P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200361.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200366.1	RNU6-511P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200367.1	SNORD113-8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200369.1	RNU6-666P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200370.1	RNA5S17	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200372.1	RNU5E-8P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200376.1	RNU5E-10P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200377.1	ENSG00000200377	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200378.1	RNU5B-4P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200379.1	RN7SKP45	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200381.1	RNA5S4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200385.1	ENSG00000200385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200388.1	RNU6-618P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200389.1	RNU6-509P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200390.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200391.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200393.1	RNU6-698P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200394.1	SNORA38B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200397.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200398.1	SNORD115-24	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200403.1	RNU6-1099P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200406.1	SNORD114-23	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200407.1	RNU6-1169P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200408.1	RNA5SP74	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200411.1	RNA5SP346	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200413.1	SNORD114-26	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200418.1	SNORA63B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200419.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200421.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200422.1	ENSG00000200422	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200424.1	RNU6-1155P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200427.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200428.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200431.1	RNU4-81P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200432.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200434.1	RNA5-8SP2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200436.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200437.1	RNU6-799P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200443.1	RNU6-1066P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200444.1	RNU6-1339P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200446.1	RNU6-1085P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200448.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200455.1	RNU6-1112P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200456.1	RNU6-1097P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200462.1	RNU6-727P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200463.1	SNORD118	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200468.1	RNA5SP403	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200469.1	RNU6-112P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200471.1	RNU6-1125P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200472.1	RN7SKP44	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200473.1	RNA5SP507	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200475.1	RN7SKP162	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200478.1	SNORD115-41	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200480.1	SNORD114-28	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200483.1	RNU6-1017P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200484.1	RNU6-1244P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200485.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200486.1	SNORD115-11	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200487.1	RNA5SP322	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200488.1	RN7SKP203	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200492.2	U3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200494.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200495.1	RNU6-1205P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200496.1	U8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200502.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200503.1	SNORD115-5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200506.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200508.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200516.1	RNA5SP378	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200520.1	RNU6-1214P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200521.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200522.1	RNU6-957P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200525.1	RNU6-1209P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200526.1	RNY4P14	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200527.1	RNA5SP457	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200528.1	RNU6-1331P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200530.1	SNORD35B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200534.1	SNORA33	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200536.1	ENSG00000200536	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200537.1	RNY4P6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200538.2	U3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200544.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200545.2	U3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200547.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200550.1	RNU6-137P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200552.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200553.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200554.1	RNU6-1020P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200555.1	RNU6-525P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200556.1	RNU6-103P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200558.1	RNA5SP429	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200560.1	RNU6-288P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200563.1	RNU6-640P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200564.1	SNORD115-39	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200566.1	RNU5F-7P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200570.1	RNU6-829P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200571.1	RNU6-1284P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200572.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200575.1	RNU6-414P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200579.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200587.1	RNA5SP514	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200591.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200593.1	SNORD115-33	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200594.1	RNU6-824P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200597.1	RNVU1-33	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200600.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200601.1	RNA5SP50	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200605.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200608.1	SNORD114-11	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200610.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200612.1	SNORD114-25	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200613.1	RNA5SP349	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200615.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200616.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200619.1	RNA5SP447	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200620.1	ENSG00000200620	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200622.1	RNU6-1059P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200623.1	SNORD18A	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200624.1	RNA5S6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200626.1	RNA5SP325	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200629.1	RNY1P11	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200630.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200632.1	SNORD113-7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200635.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200636.1	SNORD114-27	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200637.1	RNU5F-3P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200638.1	SNORD115-37	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200645.1	RNU6-1210P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200646.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200648.1	RNU6-226P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200650.1	RNA5SP114	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200651.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200652.1	ENSG00000200652	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200653.1	RNU4-92P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200656.1	SNORA5B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200661.1	SNORD116-10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200664.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0
